ko;cpd;referenceAG;compoundclass;compoundname;genesymbol;genename;enzyme_activity
K00263;C19263;IARC2B;Aliphatic;Methyl isobutyl ketone;E1.4.1.9;leucine dehydrogenase;dehydrogenase
K00265;C11906;ATSDR;Inorganic;Sodium arsenite;gltB;glutamate synthase (NADPH) large chain;synthase
K00265;C11906;ATSDR;Metal;Sodium arsenite;gltB;glutamate synthase (NADPH) large chain;synthase
K00266;C11906;ATSDR;Inorganic;Sodium arsenite;gltD;glutamate synthase (NADPH) small chain;synthase
K00266;C11906;ATSDR;Metal;Sodium arsenite;gltD;glutamate synthase (NADPH) small chain;synthase
K00274;C07675;IARC2A;Aromatic;Pioglitazone;MAO;monoamine oxidase;oxidase
K00274;C07675;IARC2A;Sulfur-containing;Pioglitazone;MAO;monoamine oxidase;oxidase
K00274;C07675;IARC2A;Nitrogen-containing;Pioglitazone;MAO;monoamine oxidase;oxidase
K00274;C19263;IARC2B;Aliphatic;Methyl isobutyl ketone;MAO;monoamine oxidase;oxidase
K00278;C19300;IARC2B;Nitrogen-containing;Tetranitromethane;nadB;L-aspartate oxidase;oxidase
K00278;C19300;IARC2B;Inorganic;Tetranitromethane;nadB;L-aspartate oxidase;oxidase
K00284;C18428;ATSDR;Nitrogen-containing;Diuron;GLU;glutamate synthase (ferredoxin);synthase
K00284;C18428;WFD;Nitrogen-containing;Diuron;GLU;glutamate synthase (ferredoxin);synthase
K00284;C18428;EPC;Nitrogen-containing;Diuron;GLU;glutamate synthase (ferredoxin);synthase
K00284;C18428;ATSDR;Chlorinated;Diuron;GLU;glutamate synthase (ferredoxin);synthase
K00284;C18428;WFD;Chlorinated;Diuron;GLU;glutamate synthase (ferredoxin);synthase
K00284;C18428;EPC;Chlorinated;Diuron;GLU;glutamate synthase (ferredoxin);synthase
K00284;C18428;ATSDR;Aromatic;Diuron;GLU;glutamate synthase (ferredoxin);synthase
K00284;C18428;WFD;Aromatic;Diuron;GLU;glutamate synthase (ferredoxin);synthase
K00284;C18428;EPC;Aromatic;Diuron;GLU;glutamate synthase (ferredoxin);synthase
K00287;C07041;IARC2B;Nitrogen-containing;Hydrochlorothiazide;DHFR;dihydrofolate reductase;reductase
K00287;C07041;IARC2B;Sulfur-containing;Hydrochlorothiazide;DHFR;dihydrofolate reductase;reductase
K00287;C07041;IARC2B;Chlorinated;Hydrochlorothiazide;DHFR;dihydrofolate reductase;reductase
K00287;C07041;IARC2B;Aromatic;Hydrochlorothiazide;DHFR;dihydrofolate reductase;reductase
K00287;C11146;WFD;Organometallic;Methylmercury chloride;DHFR;dihydrofolate reductase;reductase
K00287;C11146;EPC;Organometallic;Methylmercury chloride;DHFR;dihydrofolate reductase;reductase
K00287;C11146;IARC2B;Organometallic;Methylmercury chloride;DHFR;dihydrofolate reductase;reductase
K00287;C11146;WFD;Chlorinated;Methylmercury chloride;DHFR;dihydrofolate reductase;reductase
K00287;C11146;EPC;Chlorinated;Methylmercury chloride;DHFR;dihydrofolate reductase;reductase
K00287;C11146;IARC2B;Chlorinated;Methylmercury chloride;DHFR;dihydrofolate reductase;reductase
K00326;C07569;IARC2B;Sulfur-containing;Propylthiouracil;CYB5R;cytochrome-b5 reductase;reductase
K00326;C07569;IARC2B;Aliphatic;Propylthiouracil;CYB5R;cytochrome-b5 reductase;reductase
K00327;C07569;IARC2B;Sulfur-containing;Propylthiouracil;POR;NADPH-ferrihemoprotein reductase;reductase
K00327;C07569;IARC2B;Aliphatic;Propylthiouracil;POR;NADPH-ferrihemoprotein reductase;reductase
K00327;C11195;IARC2B;Nitrogen-containing;Mitoxantrone;POR;NADPH-ferrihemoprotein reductase;reductase
K00327;C11195;IARC2B;Polyaromatic;Mitoxantrone;POR;NADPH-ferrihemoprotein reductase;reductase
K00327;C14286;IARC2B;Polyaromatic;Phenolphthalein;POR;NADPH-ferrihemoprotein reductase;reductase
K00330;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoA;NADH-quinone oxidoreductase subunit A;oxidoreductase
K00331;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoB;NADH-quinone oxidoreductase subunit B;oxidoreductase
K00332;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoC;NADH-quinone oxidoreductase subunit C;oxidoreductase
K00333;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoD;NADH-quinone oxidoreductase subunit D;oxidoreductase
K00334;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoE;NADH-quinone oxidoreductase subunit E;oxidoreductase
K00335;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoF;NADH-quinone oxidoreductase subunit F;oxidoreductase
K00336;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoG;NADH-quinone oxidoreductase subunit G;oxidoreductase
K00337;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoH;NADH-quinone oxidoreductase subunit H;oxidoreductase
K00338;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoI;NADH-quinone oxidoreductase subunit I;oxidoreductase
K00339;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoJ;NADH-quinone oxidoreductase subunit J;oxidoreductase
K00340;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoK;NADH-quinone oxidoreductase subunit K;oxidoreductase
K00341;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoL;NADH-quinone oxidoreductase subunit L;oxidoreductase
K00342;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoM;NADH-quinone oxidoreductase subunit M;oxidoreductase
K00343;C07210;IARC2B;Nitrogen-containing;Zidovudine;nuoN;NADH-quinone oxidoreductase subunit N;oxidoreductase
K00344;C10312;IARC2B;Aromatic;Danthron;qor;NADPH:quinone reductase;reductase
K00355;C10312;IARC2B;Aromatic;Danthron;NQO1;NAD(P)H dehydrogenase (quinone);dehydrogenase
K00359;C10312;IARC2B;Aromatic;Danthron;qorA;NADPH:quinone reductase;reductase
K00362;C16038;IARC2B;Nitrogen-containing;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;nirB;nitrite reductase (NADH) large subunit;reductase
K00362;C16038;IARC2B;Aromatic;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;nirB;nitrite reductase (NADH) large subunit;reductase
K00363;C16038;IARC2B;Nitrogen-containing;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;nirD;nitrite reductase (NADH) small subunit;reductase
K00363;C16038;IARC2B;Aromatic;2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine;nirD;nitrite reductase (NADH) small subunit;reductase
K00366;C11151;EPC;Organometallic;Phenylmercury acetate;nirA;ferredoxin-nitrite reductase;ferredoxin
K00366;C11151;WFD;Organometallic;Phenylmercury acetate;nirA;ferredoxin-nitrite reductase;ferredoxin
K00366;C11151;EPC;Aromatic;Phenylmercury acetate;nirA;ferredoxin-nitrite reductase;ferredoxin
K00366;C11151;WFD;Aromatic;Phenylmercury acetate;nirA;ferredoxin-nitrite reductase;ferredoxin
K00368;C19283;IARC2B;Nitrogen-containing;N-Nitrosomorpholine;nirK;nitrite reductase (NO-forming);reductase
K00368;C19283;IARC2B;Aliphatic;N-Nitrosomorpholine;nirK;nitrite reductase (NO-forming);reductase
K00383;C06956;IARC2B;Aliphatic;Digoxin;GSR;glutathione reductase (NADPH);reductase
K00383;C07115;IARC2A;Chlorinated;Nitrogen mustard;GSR;glutathione reductase (NADPH);reductase
K00383;C07115;IARC2A;Nitrogen-containing;Nitrogen mustard;GSR;glutathione reductase (NADPH);reductase
K00383;C10312;IARC2B;Aromatic;Danthron;GSR;glutathione reductase (NADPH);reductase
K00383;C15234;EPC;Metal;Lead nitrate;GSR;glutathione reductase (NADPH);reductase
K00383;C15234;WFD;Metal;Lead nitrate;GSR;glutathione reductase (NADPH);reductase
K00383;C15234;EPC;Inorganic;Lead nitrate;GSR;glutathione reductase (NADPH);reductase
K00383;C15234;WFD;Inorganic;Lead nitrate;GSR;glutathione reductase (NADPH);reductase
K00383;C15234;EPC;Nitrogen-containing;Lead nitrate;GSR;glutathione reductase (NADPH);reductase
K00383;C15234;WFD;Nitrogen-containing;Lead nitrate;GSR;glutathione reductase (NADPH);reductase
K00384;C07561;CONAMA;Chlorinated;Carbon tetrachloride;trxB;thioredoxin reductase (NADPH);reductase
K00384;C07561;EPC;Chlorinated;Carbon tetrachloride;trxB;thioredoxin reductase (NADPH);reductase
K00384;C07561;ATSDR;Chlorinated;Carbon tetrachloride;trxB;thioredoxin reductase (NADPH);reductase
K00384;C07561;EPA;Chlorinated;Carbon tetrachloride;trxB;thioredoxin reductase (NADPH);reductase
K00384;C07561;IARC2B;Chlorinated;Carbon tetrachloride;trxB;thioredoxin reductase (NADPH);reductase
K00384;C10312;IARC2B;Aromatic;Danthron;trxB;thioredoxin reductase (NADPH);reductase
K00384;C19302;IARC2B;Nitrogen-containing;Thioacetamide;trxB;thioredoxin reductase (NADPH);reductase
K00384;C19302;IARC2B;Sulfur-containing;Thioacetamide;trxB;thioredoxin reductase (NADPH);reductase
K00384;C19302;IARC2B;Aliphatic;Thioacetamide;trxB;thioredoxin reductase (NADPH);reductase
K00386;C13619;ATSDR;Inorganic;Arsenous oxide;sorB;sulfite dehydrogenase (cytochrome) subunit B;dehydrogenase
K00386;C13619;ATSDR;Metal;Arsenous oxide;sorB;sulfite dehydrogenase (cytochrome) subunit B;dehydrogenase
K00394;C11906;ATSDR;Inorganic;Sodium arsenite;aprA;adenylylsulfate reductase, subunit A;reductase
K00394;C11906;ATSDR;Metal;Sodium arsenite;aprA;adenylylsulfate reductase, subunit A;reductase
K00395;C11906;ATSDR;Inorganic;Sodium arsenite;aprB;adenylylsulfate reductase, subunit B;reductase
K00395;C11906;ATSDR;Metal;Sodium arsenite;aprB;adenylylsulfate reductase, subunit B;reductase
K00404;C00070;ATSDR;Metal;Copper;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C00070;PSL;Metal;Copper;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C00070;EPA;Metal;Copper;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C16444;EPA;Aromatic;Benzidine;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C16444;PSL;Aromatic;Benzidine;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C16444;ATSDR;Aromatic;Benzidine;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C16444;IARC1;Aromatic;Benzidine;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C16444;EPA;Nitrogen-containing;Benzidine;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C16444;PSL;Nitrogen-containing;Benzidine;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C16444;ATSDR;Nitrogen-containing;Benzidine;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C16444;IARC1;Nitrogen-containing;Benzidine;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C19231;IARC2B;Nitrogen-containing;3,3'-Dimethoxybenzidine;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00404;C19231;IARC2B;Polyaromatic;3,3'-Dimethoxybenzidine;ccoN;cytochrome c oxidase cbb3-type subunit I;oxidase
K00405;C19231;IARC2B;Nitrogen-containing;3,3'-Dimethoxybenzidine;ccoO;cytochrome c oxidase cbb3-type subunit II;oxidase
K00405;C19231;IARC2B;Polyaromatic;3,3'-Dimethoxybenzidine;ccoO;cytochrome c oxidase cbb3-type subunit II;oxidase
K00406;C19231;IARC2B;Nitrogen-containing;3,3'-Dimethoxybenzidine;ccoP;cytochrome c oxidase cbb3-type subunit III;oxidase
K00406;C19231;IARC2B;Polyaromatic;3,3'-Dimethoxybenzidine;ccoP;cytochrome c oxidase cbb3-type subunit III;oxidase
K00407;C19231;IARC2B;Nitrogen-containing;3,3'-Dimethoxybenzidine;ccoQ;cytochrome c oxidase cbb3-type subunit IV;oxidase
K00407;C19231;IARC2B;Polyaromatic;3,3'-Dimethoxybenzidine;ccoQ;cytochrome c oxidase cbb3-type subunit IV;oxidase
K00421;C11151;EPC;Organometallic;Phenylmercury acetate;lccA;laccase;laccase
K00421;C11151;WFD;Organometallic;Phenylmercury acetate;lccA;laccase;laccase
K00421;C11151;EPC;Aromatic;Phenylmercury acetate;lccA;laccase;laccase
K00421;C11151;WFD;Aromatic;Phenylmercury acetate;lccA;laccase;laccase
K00421;C14219;CONAMA;Aromatic;2-Chlorophenol;lccA;laccase;laccase
K00421;C14219;EPA;Aromatic;2-Chlorophenol;lccA;laccase;laccase
K00421;C14219;ATSDR;Aromatic;2-Chlorophenol;lccA;laccase;laccase
K00421;C14219;CONAMA;Chlorinated;2-Chlorophenol;lccA;laccase;laccase
K00421;C14219;EPA;Chlorinated;2-Chlorophenol;lccA;laccase;laccase
K00421;C14219;ATSDR;Chlorinated;2-Chlorophenol;lccA;laccase;laccase
K00421;C14403;IARC1;Aromatic;ortho-Toluidine;lccA;laccase;laccase
K00421;C14403;IARC1;Nitrogen-containing;ortho-Toluidine;lccA;laccase;laccase
K00421;C14440;ATSDR;Aliphatic;1,4-Dioxane;lccA;laccase;laccase
K00421;C14440;IARC2B;Aliphatic;1,4-Dioxane;lccA;laccase;laccase
K00421;C14443;IARC2B;Polyaromatic;3,3'-Dimethylbenzidine;lccA;laccase;laccase
K00421;C14443;IARC2B;Nitrogen-containing;3,3'-Dimethylbenzidine;lccA;laccase;laccase
K00421;C15234;EPC;Metal;Lead nitrate;lccA;laccase;laccase
K00421;C15234;WFD;Metal;Lead nitrate;lccA;laccase;laccase
K00421;C15234;EPC;Inorganic;Lead nitrate;lccA;laccase;laccase
K00421;C15234;WFD;Inorganic;Lead nitrate;lccA;laccase;laccase
K00421;C15234;EPC;Nitrogen-containing;Lead nitrate;lccA;laccase;laccase
K00421;C15234;WFD;Nitrogen-containing;Lead nitrate;lccA;laccase;laccase
K00421;C16444;PSL;Aromatic;Benzidine;lccA;laccase;laccase
K00421;C16444;ATSDR;Aromatic;Benzidine;lccA;laccase;laccase
K00421;C16444;IARC1;Aromatic;Benzidine;lccA;laccase;laccase
K00421;C16444;EPA;Aromatic;Benzidine;lccA;laccase;laccase
K00421;C16444;PSL;Nitrogen-containing;Benzidine;lccA;laccase;laccase
K00421;C16444;ATSDR;Nitrogen-containing;Benzidine;lccA;laccase;laccase
K00421;C16444;IARC1;Nitrogen-containing;Benzidine;lccA;laccase;laccase
K00421;C16444;EPA;Nitrogen-containing;Benzidine;lccA;laccase;laccase
K00430;C11195;IARC2B;Nitrogen-containing;Mitoxantrone;E1.11.1.7;peroxidase;peroxidase
K00430;C11195;IARC2B;Polyaromatic;Mitoxantrone;E1.11.1.7;peroxidase;peroxidase
K00430;C14219;CONAMA;Aromatic;2-Chlorophenol;E1.11.1.7;peroxidase;peroxidase
K00430;C14219;EPA;Aromatic;2-Chlorophenol;E1.11.1.7;peroxidase;peroxidase
K00430;C14219;ATSDR;Aromatic;2-Chlorophenol;E1.11.1.7;peroxidase;peroxidase
K00430;C14219;CONAMA;Chlorinated;2-Chlorophenol;E1.11.1.7;peroxidase;peroxidase
K00430;C14219;EPA;Chlorinated;2-Chlorophenol;E1.11.1.7;peroxidase;peroxidase
K00430;C14219;ATSDR;Chlorinated;2-Chlorophenol;E1.11.1.7;peroxidase;peroxidase
K00430;C14403;IARC1;Aromatic;ortho-Toluidine;E1.11.1.7;peroxidase;peroxidase
K00430;C14403;IARC1;Nitrogen-containing;ortho-Toluidine;E1.11.1.7;peroxidase;peroxidase
K00430;C14440;ATSDR;Aliphatic;1,4-Dioxane;E1.11.1.7;peroxidase;peroxidase
K00430;C14440;IARC2B;Aliphatic;1,4-Dioxane;E1.11.1.7;peroxidase;peroxidase
K00430;C16444;PSL;Aromatic;Benzidine;E1.11.1.7;peroxidase;peroxidase
K00430;C16444;ATSDR;Aromatic;Benzidine;E1.11.1.7;peroxidase;peroxidase
K00430;C16444;IARC1;Aromatic;Benzidine;E1.11.1.7;peroxidase;peroxidase
K00430;C16444;EPA;Aromatic;Benzidine;E1.11.1.7;peroxidase;peroxidase
K00430;C16444;PSL;Nitrogen-containing;Benzidine;E1.11.1.7;peroxidase;peroxidase
K00430;C16444;ATSDR;Nitrogen-containing;Benzidine;E1.11.1.7;peroxidase;peroxidase
K00430;C16444;IARC1;Nitrogen-containing;Benzidine;E1.11.1.7;peroxidase;peroxidase
K00430;C16444;EPA;Nitrogen-containing;Benzidine;E1.11.1.7;peroxidase;peroxidase
K00430;C19425;EPA;Polyaromatic;Fluoranthene;E1.11.1.7;peroxidase;peroxidase
K00430;C19425;EPC;Polyaromatic;Fluoranthene;E1.11.1.7;peroxidase;peroxidase
K00430;C19425;ATSDR;Polyaromatic;Fluoranthene;E1.11.1.7;peroxidase;peroxidase
K00430;C19425;WFD;Polyaromatic;Fluoranthene;E1.11.1.7;peroxidase;peroxidase
K00431;C06354;IARC2B;Polyaromatic;Benzophenone;TPO;thyroid peroxidase;peroxidase
K00431;C07569;IARC2B;Sulfur-containing;Propylthiouracil;TPO;thyroid peroxidase;peroxidase
K00431;C07569;IARC2B;Aliphatic;Propylthiouracil;TPO;thyroid peroxidase;peroxidase
K00431;C14185;IARC2B;Chlorinated;Heptachlor;TPO;thyroid peroxidase;peroxidase
K00431;C14185;EPC;Chlorinated;Heptachlor;TPO;thyroid peroxidase;peroxidase
K00431;C14185;ATSDR;Chlorinated;Heptachlor;TPO;thyroid peroxidase;peroxidase
K00431;C14185;EPA;Chlorinated;Heptachlor;TPO;thyroid peroxidase;peroxidase
K00431;C14185;IARC2B;Aliphatic;Heptachlor;TPO;thyroid peroxidase;peroxidase
K00431;C14185;EPC;Aliphatic;Heptachlor;TPO;thyroid peroxidase;peroxidase
K00431;C14185;ATSDR;Aliphatic;Heptachlor;TPO;thyroid peroxidase;peroxidase
K00431;C14185;EPA;Aliphatic;Heptachlor;TPO;thyroid peroxidase;peroxidase
K00431;C14321;EPA;Polyaromatic;Benzo[k]fluoranthene;TPO;thyroid peroxidase;peroxidase
K00431;C14321;IARC2B;Polyaromatic;Benzo[k]fluoranthene;TPO;thyroid peroxidase;peroxidase
K00431;C14321;ATSDR;Polyaromatic;Benzo[k]fluoranthene;TPO;thyroid peroxidase;peroxidase
K00431;C14321;EPC;Polyaromatic;Benzo[k]fluoranthene;TPO;thyroid peroxidase;peroxidase
K00431;C14325;CONAMA;Polyaromatic;Dibenz[a,h]anthracene;TPO;thyroid peroxidase;peroxidase
K00431;C14325;ATSDR;Polyaromatic;Dibenz[a,h]anthracene;TPO;thyroid peroxidase;peroxidase
K00431;C14325;EPA;Polyaromatic;Dibenz[a,h]anthracene;TPO;thyroid peroxidase;peroxidase
K00431;C14443;IARC2B;Polyaromatic;3,3'-Dimethylbenzidine;TPO;thyroid peroxidase;peroxidase
K00431;C14443;IARC2B;Nitrogen-containing;3,3'-Dimethylbenzidine;TPO;thyroid peroxidase;peroxidase
K00431;C16444;PSL;Aromatic;Benzidine;TPO;thyroid peroxidase;peroxidase
K00431;C16444;ATSDR;Aromatic;Benzidine;TPO;thyroid peroxidase;peroxidase
K00431;C16444;IARC1;Aromatic;Benzidine;TPO;thyroid peroxidase;peroxidase
K00431;C16444;EPA;Aromatic;Benzidine;TPO;thyroid peroxidase;peroxidase
K00431;C16444;PSL;Nitrogen-containing;Benzidine;TPO;thyroid peroxidase;peroxidase
K00431;C16444;ATSDR;Nitrogen-containing;Benzidine;TPO;thyroid peroxidase;peroxidase
K00431;C16444;IARC1;Nitrogen-containing;Benzidine;TPO;thyroid peroxidase;peroxidase
K00431;C16444;EPA;Nitrogen-containing;Benzidine;TPO;thyroid peroxidase;peroxidase
K00431;C18142;WFD;Sulfur-containing;Perfluorooctanesulfonic acid;TPO;thyroid peroxidase;peroxidase
K00431;C18142;EPC;Sulfur-containing;Perfluorooctanesulfonic acid;TPO;thyroid peroxidase;peroxidase
K00431;C18142;ATSDR;Sulfur-containing;Perfluorooctanesulfonic acid;TPO;thyroid peroxidase;peroxidase
K00431;C18142;WFD;Halogenated;Perfluorooctanesulfonic acid;TPO;thyroid peroxidase;peroxidase
K00431;C18142;EPC;Halogenated;Perfluorooctanesulfonic acid;TPO;thyroid peroxidase;peroxidase
K00431;C18142;ATSDR;Halogenated;Perfluorooctanesulfonic acid;TPO;thyroid peroxidase;peroxidase
K00431;C19304;IARC2B;Nitrogen-containing;Thiouracil;TPO;thyroid peroxidase;peroxidase
K00431;C19304;IARC2B;Sulfur-containing;Thiouracil;TPO;thyroid peroxidase;peroxidase
K00431;C19304;IARC2B;Aliphatic;Thiouracil;TPO;thyroid peroxidase;peroxidase
K00432;C01576;IARC1;Polyaromatic;Etoposide;gpx;glutathione peroxidase;peroxidase
K00433;C19304;IARC2B;Nitrogen-containing;Thiouracil;cpo;non-heme chloroperoxidase;chloroperoxidase
K00433;C19304;IARC2B;Sulfur-containing;Thiouracil;cpo;non-heme chloroperoxidase;chloroperoxidase
K00433;C19304;IARC2B;Aliphatic;Thiouracil;cpo;non-heme chloroperoxidase;chloroperoxidase
K00433;C19312;EPA;Polyaromatic;Acenaphthene;cpo;non-heme chloroperoxidase;chloroperoxidase
K00433;C19312;ATSDR;Polyaromatic;Acenaphthene;cpo;non-heme chloroperoxidase;chloroperoxidase
K00433;C19425;EPC;Polyaromatic;Fluoranthene;cpo;non-heme chloroperoxidase;chloroperoxidase
K00433;C19425;ATSDR;Polyaromatic;Fluoranthene;cpo;non-heme chloroperoxidase;chloroperoxidase
K00433;C19425;WFD;Polyaromatic;Fluoranthene;cpo;non-heme chloroperoxidase;chloroperoxidase
K00433;C19425;EPA;Polyaromatic;Fluoranthene;cpo;non-heme chloroperoxidase;chloroperoxidase
K00446;C14219;ATSDR;Aromatic;2-Chlorophenol;dmpB;catechol 2,3-dioxygenase;dioxygenase
K00446;C14219;CONAMA;Aromatic;2-Chlorophenol;dmpB;catechol 2,3-dioxygenase;dioxygenase
K00446;C14219;EPA;Aromatic;2-Chlorophenol;dmpB;catechol 2,3-dioxygenase;dioxygenase
K00446;C14219;ATSDR;Chlorinated;2-Chlorophenol;dmpB;catechol 2,3-dioxygenase;dioxygenase
K00446;C14219;CONAMA;Chlorinated;2-Chlorophenol;dmpB;catechol 2,3-dioxygenase;dioxygenase
K00446;C14219;EPA;Chlorinated;2-Chlorophenol;dmpB;catechol 2,3-dioxygenase;dioxygenase
K00457;C14449;IARC2A;Chlorinated;Epichlorohydrin;HPD;4-hydroxyphenylpyruvate dioxygenase;dioxygenase
K00457;C14449;IARC2A;Aliphatic;Epichlorohydrin;HPD;4-hydroxyphenylpyruvate dioxygenase;dioxygenase
K00458;C19168;IARC2A;Chlorinated;Benzoyl chloride;ALOX12;arachidonate 12-lipoxygenase;lipoxygenase
K00458;C19168;IARC2A;Aromatic;Benzoyl chloride;ALOX12;arachidonate 12-lipoxygenase;lipoxygenase
K00459;C02116;IARC2B;Nitrogen-containing;2-Nitropropane;ncd2;nitronate monooxygenase;monooxygenase
K00459;C02116;IARC2B;Aliphatic;2-Nitropropane;ncd2;nitronate monooxygenase;monooxygenase
K00459;C13377;WFD;Metal;Mercuric chloride;ncd2;nitronate monooxygenase;monooxygenase
K00459;C13377;ATSDR;Metal;Mercuric chloride;ncd2;nitronate monooxygenase;monooxygenase
K00459;C13377;WFD;Chlorinated;Mercuric chloride;ncd2;nitronate monooxygenase;monooxygenase
K00459;C13377;ATSDR;Chlorinated;Mercuric chloride;ncd2;nitronate monooxygenase;monooxygenase
K00459;C19275;IARC2B;Nitrogen-containing;Nitromethane;ncd2;nitronate monooxygenase;monooxygenase
K00459;C19275;IARC2B;Inorganic;Nitromethane;ncd2;nitronate monooxygenase;monooxygenase
K00462;C14248;IARC1;Chlorinated;4,4'-Dichlorobiphenyl;bphC;biphenyl-2,3-diol 1,2-dioxygenase;dioxygenase
K00462;C14248;ATSDR;Chlorinated;4,4'-Dichlorobiphenyl;bphC;biphenyl-2,3-diol 1,2-dioxygenase;dioxygenase
K00462;C14248;IARC1;Polyaromatic;4,4'-Dichlorobiphenyl;bphC;biphenyl-2,3-diol 1,2-dioxygenase;dioxygenase
K00462;C14248;ATSDR;Polyaromatic;4,4'-Dichlorobiphenyl;bphC;biphenyl-2,3-diol 1,2-dioxygenase;dioxygenase
K00463;C06354;IARC2B;Polyaromatic;Benzophenone;IDO;indoleamine 2,3-dioxygenase;dioxygenase
K00463;C06681;IARC2B;Nitrogen-containing;Mitomycin;IDO;indoleamine 2,3-dioxygenase;dioxygenase
K00463;C06681;IARC2B;Polyaromatic;Mitomycin;IDO;indoleamine 2,3-dioxygenase;dioxygenase
K00467;C19300;IARC2B;Nitrogen-containing;Tetranitromethane;E1.13.12.4;lactate 2-monooxygenase;monooxygenase
K00467;C19300;IARC2B;Inorganic;Tetranitromethane;E1.13.12.4;lactate 2-monooxygenase;monooxygenase
K00485;C14219;EPA;Aromatic;2-Chlorophenol;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00485;C14219;CONAMA;Aromatic;2-Chlorophenol;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00485;C14219;ATSDR;Aromatic;2-Chlorophenol;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00485;C14219;EPA;Chlorinated;2-Chlorophenol;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00485;C14219;CONAMA;Chlorinated;2-Chlorophenol;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00485;C14219;ATSDR;Chlorinated;2-Chlorophenol;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00485;C18400;ATSDR;Organophosphorus;Disulfoton;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00485;C18400;ATSDR;Sulfur-containing;Disulfoton;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
K00485;C18690;ATSDR;Organophosphorus;Phorate;FMO;dimethylaniline monooxygenase (N-oxide forming) / hypotaurine monooxygenase;monooxygenase
