Sample,cpd,SMILES,ChEBI,compoundname,label_Avian,label_Biodegradation,label_Crustacean,label_Eye_Corrosion,label_Eye_Irritation,label_Fathead_Minnow,label_Genomic_AMES_Mutagenesis,label_Genomic_Carcinogenesis,label_Genomic_Micronucleus,label_Honey_Bee,label_Liver_Injury_I,label_Liver_Injury_II,label_NR_AR,label_NR_AR_LBD,label_NR_AhR,label_NR_Aromatase,label_NR_ER,label_NR_ER_LBD,label_NR_GR,label_NR_PPAR_gamma,label_NR_TR,label_Respiratory_Disease,label_SR_ARE,label_SR_ATAD5,label_SR_HSE,label_SR_MMP,label_SR_p53,label_Skin_Sensitisation,label_T._Pyriformis,label_hERG_II_Inhibitor,label_hERG_I_Inhibitor,value_Avian,value_Biodegradation,value_Crustacean,value_Eye_Corrosion,value_Eye_Irritation,value_Fathead_Minnow,value_Genomic_AMES_Mutagenesis,value_Genomic_Carcinogenesis,value_Genomic_Micronucleus,value_Honey_Bee,value_Liver_Injury_I,value_Liver_Injury_II,value_NR_AR,value_NR_AR_LBD,value_NR_AhR,value_NR_Aromatase,value_NR_ER,value_NR_ER_LBD,value_NR_GR,value_NR_PPAR_gamma,value_NR_TR,value_Respiratory_Disease,value_SR_ARE,value_SR_ATAD5,value_SR_HSE,value_SR_MMP,value_SR_p53,value_Skin_Sensitisation,value_T._Pyriformis,value_hERG_II_Inhibitor,value_hERG_I_Inhibitor
E7,C00038,[Zn],CHEBI:27363,Zinc cation,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,Low Safety,High Safety,0.01,0.41,0.05,0.49,0.96,0.17,0.18,0.15,0.5,1.0,0.01,0.63,0.0,0.13,0.0,0.0,0.12,0.19,0.1,0.01,0.13,0.07,0.0,0.0,0.06,0.0,0.01,0.45,0.37,0.37,0.02
E7,C06696,[Pb],CHEBI:25016,Lead,High Safety,High Safety,Medium Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Medium Toxicity,Medium Safety,High Safety,0.01,0.03,0.23,0.71,0.96,0.12,0.02,0.15,0.5,1.0,0.01,0.42,0.05,0.06,0.0,0.0,0.12,0.02,0.01,0.01,0.05,0.08,0.11,0.0,0.01,0.07,0.05,0.44,0.7,0.26,0.03
E7,C06747,O=S(=O)(F)Cc1ccccc1,CHEBI:8102,Phenylmethanesulfonyl fluoride,High Safety,Low Toxicity,Low Safety,High Toxicity,High Toxicity,Low Toxicity,Medium Safety,High Safety,Low Toxicity,Medium Toxicity,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,High Safety,0.0,0.57,0.35,0.97,0.99,0.5,0.29,0.15,0.5,0.7,0.13,0.33,0.0,0.0,0.01,0.02,0.09,0.03,0.0,0.01,0.05,0.35,0.01,0.0,0.02,0.05,0.02,0.62,0.89,0.04,0.01
E7,C11344,COC(C)(C)C,CHEBI:27642,Methyl tert-butyl ether,High Safety,High Safety,Medium Safety,Low Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Safety,Low Safety,High Safety,0.01,0.12,0.26,0.65,0.99,0.12,0.0,0.15,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.71,0.16,0.39,0.03
E7,C14440,C1COCCO1,CHEBI:47032,"1,4-Dioxane",High Safety,Medium Safety,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Safety,High Safety,0.01,0.24,0.04,0.85,0.96,0.0,0.0,0.15,0.5,1.0,0.03,0.23,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.64,0.41,0.28,0.02
E7,C14687,CCOCCO,CHEBI:46788,2-Ethoxyethanol,High Safety,High Toxicity,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Safety,Medium Safety,High Safety,0.04,0.91,0.0,1.0,0.97,0.04,0.0,0.15,0.5,0.88,0.01,0.46,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.78,0.02,0.27,0.02
E7,C19263,CC(=O)CC(C)C,CHEBI:82344,Methyl isobutyl ketone,High Safety,High Toxicity,Medium Safety,High Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Safety,High Safety,High Safety,0.01,0.91,0.21,0.99,0.99,0.05,0.0,0.15,0.5,0.68,0.02,0.49,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.01,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.13,0.06
E7,C00469,CCO,CHEBI:16236,Ethanol,High Safety,High Toxicity,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,Low Safety,High Safety,0.01,0.98,0.01,0.95,0.91,0.04,0.0,0.15,0.5,0.49,0.0,0.48,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.01,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.28,0.0,0.43,0.02
E7,C06899,OC(O)C(Cl)(Cl)Cl,CHEBI:28142,Chloral hydrate,High Safety,High Safety,High Safety,Low Safety,High Toxicity,High Safety,High Toxicity,High Safety,Low Toxicity,High Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Medium Toxicity,Medium Toxicity,High Safety,0.06,0.01,0.0,0.36,0.98,0.1,1.0,0.15,0.5,0.87,0.0,0.37,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.27,0.06,0.01,0.0,0.01,0.03,0.4,0.75,0.77,0.08
E7,C08142,[F-].[Na+],CHEBI:28741,Sodium fluoride,High Safety,Low Safety,High Safety,Low Safety,High Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,High Toxicity,Medium Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,0.01,0.39,0.03,0.49,0.96,0.17,0.07,0.15,0.5,1.0,0.32,0.66,0.05,0.0,0.0,0.0,0.12,0.02,0.0,0.01,0.07,0.32,0.0,0.0,0.0,0.0,0.0,0.41,0.42,0.3,0.02
E7,C18676,OCC(O)CCl,CHEBI:18721,alpha-Chlorohydrin,High Safety,Medium Toxicity,High Safety,High Toxicity,High Toxicity,High Safety,High Toxicity,High Safety,Low Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Safety,Low Safety,High Safety,0.0,0.75,0.07,0.89,0.98,0.05,1.0,0.15,0.5,0.54,0.02,0.49,0.0,0.0,0.01,0.0,0.04,0.0,0.0,0.01,0.0,0.37,0.02,0.01,0.0,0.0,0.01,0.32,0.2,0.49,0.02
E7,C19300,O=[N+]([O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CHEBI:82372,Tetranitromethane,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,Low Toxicity,High Toxicity,High Safety,Low Toxicity,Medium Safety,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Low Toxicity,Medium Safety,High Safety,0.01,0.06,0.09,0.57,0.98,0.52,1.0,0.15,0.5,0.22,0.01,0.51,0.0,0.0,0.0,0.0,0.06,0.01,0.08,0.01,0.03,0.0,0.07,0.03,0.0,0.14,0.01,0.75,0.54,0.29,0.02
E7,C10312,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,CHEBI:3682,Danthron,High Safety,High Safety,Medium Toxicity,High Safety,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,Medium Toxicity,Medium Safety,High Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Medium Toxicity,High Safety,High Safety,High Toxicity,High Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,0.01,0.09,0.67,0.03,0.97,0.85,1.0,0.12,0.5,0.09,0.7,0.24,0.0,0.0,0.5,0.0,0.51,0.16,0.22,0.02,0.0,0.58,0.83,0.05,0.0,0.91,0.12,0.73,1.0,0.12,0.02
E7,C00244,O=[N+]([O-])O,CHEBI:48107,Nitrate,High Safety,Medium Toxicity,Medium Safety,Low Toxicity,High Toxicity,Medium Safety,Low Safety,High Safety,Low Toxicity,Medium Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Low Safety,Low Safety,High Safety,0.01,0.8,0.28,0.59,0.88,0.22,0.43,0.15,0.5,0.29,0.0,0.45,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.01,0.0,0.21,0.34,0.02,0.0,0.06,0.01,0.69,0.45,0.35,0.02
E7,C01576,[H][C@]12COC(=O)[C@]1([H])[C@H](c1cc(OC)c(O)c(OC)c1)c1cc3c(cc1[C@H]2O[C@@H]1O[C@@H]2CO[C@@H](C)O[C@H]2[C@H](O)[C@H]1O)OCO3,CHEBI:4911,Etoposide,High Safety,High Safety,Low Safety,High Safety,High Safety,Medium Toxicity,High Safety,High Safety,Low Toxicity,Medium Toxicity,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,Low Toxicity,High Toxicity,Medium Safety,High Safety,High Toxicity,High Safety,Low Toxicity,Medium Safety,High Toxicity,High Safety,High Safety,0.0,0.06,0.39,0.0,0.01,0.73,0.0,0.1,0.51,0.68,0.53,0.1,0.0,0.09,0.09,0.0,0.14,0.03,0.61,0.02,0.58,0.85,0.21,0.14,1.0,0.05,0.59,0.26,0.91,0.02,0.06
E7,C19312,c1cc2c3c(cccc3c1)CC2,CHEBI:22154,Acenaphthene,High Safety,High Safety,High Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,High Safety,Low Toxicity,High Safety,Medium Toxicity,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,0.01,0.15,1.0,0.93,1.0,0.99,0.0,0.15,0.5,0.1,0.73,0.24,0.0,0.0,0.04,0.0,0.14,0.04,0.05,0.02,0.02,0.23,0.03,0.0,0.0,0.0,0.01,0.79,0.99,0.14,0.12
E7,C19425,c1ccc2c(c1)-c1cccc3cccc-2c13,CHEBI:33083,Fluoranthene,Low Safety,High Safety,High Toxicity,Low Toxicity,High Toxicity,High Toxicity,Low Toxicity,High Safety,Low Toxicity,High Safety,Medium Toxicity,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,High Toxicity,High Toxicity,Low Safety,High Safety,0.4,0.09,1.0,0.6,0.98,0.98,0.61,0.15,0.5,0.06,0.72,0.32,0.0,0.0,0.12,0.0,0.57,0.22,0.27,0.03,0.12,0.25,0.1,0.05,0.0,0.63,0.04,0.9,1.0,0.48,0.08
E7,C01163,O=C(O)/C=C\C(=C/C(=O)O)C(=O)O,CHEBI:15749,"3-Carboxy-cis,cis-muconate",High Safety,Low Safety,High Safety,Medium Safety,High Toxicity,Low Toxicity,Medium Safety,High Safety,Low Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Medium Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,High Safety,High Safety,0.0,0.35,0.06,0.21,0.91,0.57,0.22,0.15,0.49,0.01,0.14,0.33,0.0,0.0,0.0,0.06,0.05,0.02,0.01,0.01,0.0,0.56,0.26,0.16,0.0,0.01,0.05,0.41,0.36,0.14,0.02
E7,C02116,CC(C)[N+](=O)[O-],CHEBI:16037,2-Nitropropane,High Safety,Medium Safety,Low Safety,Medium Toxicity,High Toxicity,Low Safety,High Toxicity,High Safety,Low Safety,Low Toxicity,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Low Safety,Low Toxicity,High Safety,0.01,0.32,0.38,0.83,1.0,0.39,1.0,0.0,0.49,0.63,0.0,0.51,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.08,0.01,0.0,0.05,0.0,0.78,0.49,0.54,0.02
E7,C19275,C[N+](=O)[O-],CHEBI:77701,Nitromethane,High Safety,High Toxicity,Medium Safety,Medium Toxicity,High Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,Low Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,High Safety,High Safety,High Safety,High Toxicity,Low Toxicity,Low Safety,High Safety,0.01,0.84,0.24,0.77,0.99,0.25,0.28,0.0,0.5,0.48,0.0,0.44,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.64,0.02,0.0,0.01,0.01,0.85,0.57,0.34,0.02
E7,C19239,CCOS(C)(=O)=O,CHEBI:23994,Ethyl methanesulfonate,High Safety,Low Safety,Medium Safety,High Toxicity,High Toxicity,Low Safety,High Toxicity,High Toxicity,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Safety,Medium Safety,High Safety,0.05,0.47,0.22,0.97,0.97,0.49,1.0,0.99,0.5,0.0,0.04,0.47,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.21,0.01,0.0,0.0,0.01,0.0,0.97,0.07,0.21,0.03
E7,C19246,[H]C(=O)C1CO1,CHEBI:82332,Glycidaldehyde,High Safety,High Toxicity,Medium Safety,High Toxicity,High Toxicity,Low Safety,High Toxicity,High Safety,Low Toxicity,Low Toxicity,Medium Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,Medium Toxicity,Medium Safety,High Safety,0.01,0.96,0.23,0.95,0.99,0.49,1.0,0.15,0.5,0.66,0.26,0.42,0.0,0.0,0.0,0.13,0.03,0.0,0.07,0.01,0.01,0.27,0.04,0.01,0.0,0.02,0.0,0.84,0.81,0.27,0.03
E7,C15234,O=[N+]([O-])[O][Pb][O][N+](=O)[O-],CHEBI:37187,Lead nitrate,High Safety,High Safety,High Safety,Low Toxicity,High Toxicity,Low Toxicity,Medium Toxicity,High Safety,Low Toxicity,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Low Toxicity,Medium Safety,High Safety,0.01,0.02,0.16,0.58,0.97,0.53,0.69,0.15,0.5,0.04,0.01,0.36,0.01,0.0,0.0,0.01,0.05,0.01,0.07,0.01,0.1,0.34,0.34,0.03,0.06,0.05,0.02,0.78,0.57,0.29,0.04
E7,C00918,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,CHEBI:17698,Chloramphenicol,High Safety,High Safety,Medium Safety,High Safety,High Safety,Medium Toxicity,High Safety,Low Toxicity,Low Toxicity,Low Safety,Medium Safety,Medium Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Safety,High Safety,High Safety,High Safety,Low Safety,High Toxicity,High Toxicity,Medium Safety,High Safety,0.01,0.04,0.29,0.02,0.05,0.83,0.0,0.66,0.51,0.47,0.26,0.73,0.0,0.01,0.06,0.0,0.12,0.01,0.06,0.02,0.01,1.0,0.16,0.04,0.0,0.11,0.34,0.86,0.96,0.21,0.03
E7,C18754,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,CHEBI:81938,Captafol,High Safety,High Safety,Medium Toxicity,Medium Safety,Low Safety,Medium Toxicity,High Safety,High Safety,Low Toxicity,Low Safety,Medium Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,Low Toxicity,High Safety,High Toxicity,Low Toxicity,Medium Safety,Medium Toxicity,High Toxicity,Medium Safety,High Safety,0.02,0.0,0.81,0.26,0.4,0.82,0.0,0.12,0.51,0.44,0.27,0.34,0.0,0.0,0.01,0.01,0.09,0.02,0.09,0.03,0.12,1.0,0.65,0.02,1.0,0.59,0.18,0.72,0.91,0.19,0.07
E7,C02227,Nc1ccc2ccccc2c1,CHEBI:27878,2-Naphthylamine,Medium Toxicity,Low Safety,High Toxicity,Medium Toxicity,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,Low Toxicity,Medium Toxicity,Medium Safety,High Safety,High Safety,High Toxicity,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,0.71,0.34,1.0,0.77,0.99,0.95,1.0,0.15,0.5,0.63,0.76,0.24,0.0,0.0,0.94,0.32,0.15,0.01,0.03,0.02,0.02,0.2,0.05,0.14,0.0,0.0,0.03,0.94,0.96,0.09,0.05
E7,C07207,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,CHEBI:10101,Zalcitabine,High Safety,High Safety,Medium Toxicity,High Safety,High Safety,Medium Safety,High Toxicity,Medium Safety,Low Toxicity,Low Safety,Low Toxicity,Medium Safety,High Safety,High Safety,Medium Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Toxicity,Low Toxicity,High Safety,High Safety,0.0,0.16,0.72,0.01,0.14,0.29,1.0,0.27,0.51,0.36,0.66,0.2,0.0,0.0,0.33,0.0,0.19,0.0,0.01,0.01,0.02,0.94,0.02,0.01,0.0,0.02,0.12,0.7,0.6,0.0,0.01
E7,C00177,[C-]#N,CHEBI:17514,Cyanide ion,High Safety,Medium Toxicity,Low Safety,Medium Toxicity,High Toxicity,High Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Safety,High Safety,0.01,0.83,0.35,0.74,0.95,0.12,0.0,0.15,0.5,0.59,0.05,0.41,0.05,0.0,0.0,0.0,0.1,0.02,0.0,0.01,0.0,0.09,0.01,0.02,0.0,0.01,0.0,0.6,0.46,0.29,0.02
E7,C01755,N#CS,CHEBI:29200,Thiocyanate,High Safety,High Safety,High Toxicity,Medium Toxicity,High Toxicity,Medium Safety,Medium Safety,High Safety,Low Toxicity,Low Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,Medium Toxicity,Medium Safety,High Safety,0.01,0.04,1.0,0.77,0.95,0.3,0.2,0.15,0.5,0.4,0.0,0.36,0.0,0.13,0.0,0.0,0.07,0.0,0.51,0.01,0.38,0.04,0.01,0.14,0.12,0.0,0.04,0.39,0.77,0.29,0.04
E7,C13701,CC(Oc1ccc(Cl)cc1)C(=O)O,CHEBI:34603,2-(4-Chlorophenoxy)propionic acid,High Safety,Medium Safety,High Safety,Low Safety,High Toxicity,High Toxicity,High Safety,High Safety,Low Toxicity,High Safety,Medium Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Low Toxicity,High Safety,High Safety,0.0,0.2,0.04,0.48,0.91,0.88,0.06,0.15,0.5,0.08,0.67,0.08,0.0,0.0,0.04,0.01,0.08,0.0,0.0,0.03,0.0,0.42,0.04,0.0,0.0,0.06,0.03,0.25,0.52,0.09,0.01
E7,C14175,CCOC(=O)c1ccccc1C(=O)OCC,CHEBI:34698,Diethyl phthalate,High Safety,High Toxicity,High Safety,Medium Safety,High Toxicity,High Toxicity,High Safety,High Safety,Low Toxicity,High Toxicity,Low Toxicity,Low Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Safety,High Safety,0.02,0.93,0.0,0.18,1.0,0.9,0.0,0.15,0.5,1.0,0.5,0.34,0.0,0.0,0.03,0.0,0.29,0.02,0.01,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.06,0.0,1.0,0.08,0.01
E7,C19309,C=COC(C)=O,CHEBI:46916,Vinyl acetate,High Safety,High Toxicity,Medium Safety,High Toxicity,High Toxicity,Low Safety,High Safety,High Safety,Low Toxicity,Low Toxicity,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Toxicity,High Safety,Medium Safety,High Safety,0.08,0.97,0.19,0.98,0.99,0.34,0.0,0.1,0.5,0.5,0.0,0.42,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.02,0.01,0.0,0.01,0.0,0.91,0.0,0.17,0.04
E7,C08469,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,CHEBI:2825,Aristolochic acid,Low Safety,High Safety,Medium Safety,High Safety,High Safety,High Toxicity,High Toxicity,High Safety,Low Toxicity,Medium Safety,Low Safety,High Safety,High Safety,High Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Low Toxicity,Low Safety,High Safety,High Safety,Low Safety,Medium Safety,Medium Toxicity,Medium Toxicity,Medium Safety,Low Safety,0.4,0.05,0.29,0.01,0.09,0.95,1.0,0.0,0.51,0.19,0.42,0.13,0.0,0.03,0.39,0.02,0.12,0.01,0.11,0.06,0.2,0.58,0.4,0.11,0.07,0.48,0.19,0.76,0.83,0.29,0.39
E7,C18149,CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[O][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC,CHEBI:81543,Tributyltin oxide,High Safety,High Safety,High Toxicity,Medium Toxicity,High Toxicity,High Toxicity,High Safety,High Safety,Low Toxicity,High Safety,Medium Safety,Low Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,Medium Toxicity,High Safety,Medium Safety,Medium Toxicity,High Safety,High Toxicity,High Toxicity,High Safety,Medium Toxicity,High Toxicity,Medium Safety,High Safety,0.01,0.04,0.97,0.69,0.98,0.99,0.1,0.15,0.5,0.14,0.2,0.4,0.0,0.04,0.01,0.05,0.04,0.15,0.2,0.81,0.12,0.22,0.75,0.0,1.0,0.85,0.12,0.71,0.96,0.28,0.05
E7,C04317,*OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,CHEBI:30909,1-Organyl-2-lyso-sn-glycero-3-phosphocholine,Low Toxicity,High Safety,High Safety,High Safety,Low Safety,Low Safety,Medium Safety,High Safety,Low Toxicity,High Toxicity,Medium Safety,High Toxicity,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,High Safety,Low Toxicity,Low Safety,High Safety,Medium Safety,High Safety,High Safety,Low Toxicity,Low Safety,Medium Safety,High Safety,0.62,0.15,0.04,0.03,0.4,0.35,0.31,0.1,0.5,0.94,0.28,0.86,0.01,0.02,0.0,0.01,0.08,0.0,0.13,0.02,0.05,0.56,0.34,0.0,0.17,0.03,0.01,0.62,0.41,0.23,0.07
E7,C00870,O=[N+]([O-])c1ccc(O)cc1,CHEBI:16836,4-Nitrophenol,High Safety,Medium Safety,High Toxicity,Medium Toxicity,High Toxicity,Medium Toxicity,High Safety,High Safety,Low Toxicity,Low Toxicity,Medium Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Safety,Medium Safety,High Safety,High Safety,High Safety,High Toxicity,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,0.01,0.29,1.0,0.74,0.99,0.71,0.0,0.0,0.5,0.61,0.23,0.3,0.0,0.0,0.05,0.0,0.26,0.03,0.02,0.01,0.0,0.19,0.1,0.01,0.0,0.85,0.04,0.96,1.0,0.14,0.02
E7,C19187,Nc1ccc(/N=N/c2ccccc2)cc1,CHEBI:233869,para-Aminoazobenzene,Low Toxicity,High Safety,Medium Toxicity,High Safety,High Toxicity,High Toxicity,High Toxicity,High Safety,Low Toxicity,High Safety,Low Safety,Medium Safety,High Safety,High Safety,High Toxicity,High Safety,Medium Toxicity,High Safety,Low Toxicity,High Safety,Low Toxicity,Low Toxicity,High Toxicity,High Toxicity,High Safety,Low Safety,High Safety,High Toxicity,High Toxicity,High Safety,High Safety,0.59,0.02,0.82,0.1,0.97,0.97,1.0,0.15,0.54,0.13,0.48,0.28,0.0,0.0,0.97,0.0,0.72,0.01,0.52,0.02,0.56,0.61,0.86,0.94,0.0,0.44,0.08,0.95,0.99,0.13,0.03
